Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
28,Travel_Rarely,895,RandD,15,Life_SC,1,Male,50,3,1,Lab_tech,3,Divorced,2207,1,No,16,3,4,1,4,5,2,4,2,2,2,0
34,Travel_Frequently,618,RandD,3,Life_SC,1,Male,45,3,2,health_rep,4,Single,7756,0,No,17,3,3,0,7,1,2,6,2,0,4,0
37,Travel_Rarely,309,Sales,10,Life_SC,4,Female,88,2,2,Sales_exec,4,Divorced,6694,2,Yes,14,3,3,3,8,5,3,1,0,0,0,0
25,Travel_Rarely,1219,RandD,4,TECH,4,Male,32,3,1,Lab_tech,4,Married,3691,1,Yes,15,3,2,1,7,3,4,7,7,5,6,1
26,Travel_Rarely,1330,RandD,21,Medical,1,Male,37,3,1,Lab_tech,3,Divorced,2377,1,No,20,4,3,1,1,0,2,1,1,0,0,1
33,Travel_Rarely,1017,RandD,25,Medical,1,Male,55,2,1,Scientist,2,Single,2313,4,Yes,20,4,2,0,5,0,3,2,2,2,2,1
42,Travel_Rarely,469,RandD,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,0,No,17,3,4,1,23,3,3,22,6,13,7,0
28,Travel_Frequently,1009,RandD,1,Medical,1,Male,45,2,1,Lab_tech,2,Divorced,2596,1,No,15,3,1,2,1,2,3,1,0,0,0,1
50,Travel_Frequently,959,Sales,1,Other,4,Male,81,3,2,Sales_exec,3,Single,4728,3,Yes,14,3,4,0,5,4,3,0,0,0,0,1
33,Travel_Frequently,970,Sales,7,Life_SC,4,Female,30,3,2,Sales_exec,2,Married,4302,0,No,17,3,3,1,4,3,3,3,2,0,2,0
34,Non-Travel,697,RandD,3,Life_SC,3,Male,40,2,1,Scientist,4,Married,2979,3,No,17,3,4,3,6,2,3,0,0,0,0,0
48,Non-Travel,1262,RandD,1,Medical,1,Male,35,4,4,Manager,4,Single,16885,2,No,22,4,3,0,27,3,2,5,4,2,1,0
45,Non-Travel,1050,Sales,9,Life_SC,2,Female,65,2,2,Sales_exec,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12,0
52,Travel_Rarely,994,RandD,7,Life_SC,2,Male,87,3,3,health_rep,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0,0
38,Travel_Rarely,770,Sales,10,Marketing,3,Male,73,2,3,Sales_exec,3,Divorced,8740,0,Yes,14,3,2,2,9,2,3,8,7,2,7,0
29,Travel_Rarely,1107,RandD,28,Life_SC,3,Female,93,3,1,Scientist,4,Divorced,2514,4,No,22,4,1,1,11,1,3,7,5,1,7,0
28,Travel_Rarely,950,RandD,3,Medical,4,Female,93,3,3,mfg_director,2,Divorced,7655,0,No,17,3,2,3,10,3,2,9,7,1,7,0
46,Travel_Rarely,406,Sales,3,Marketing,1,Male,52,3,4,Manager,3,Married,17465,3,No,12,3,4,1,23,3,3,12,9,4,9,0
38,Travel_Rarely,130,Sales,2,Marketing,4,Male,32,3,3,Sales_exec,2,Single,7351,7,No,16,3,3,0,10,2,3,1,0,0,0,0
43,Travel_Frequently,1082,RandD,27,Life_SC,3,Female,83,3,3,mfg_director,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1,0
39,Travel_Frequently,203,RandD,2,Life_SC,1,Male,84,3,4,health_rep,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5,1
40,Travel_Rarely,1308,RandD,14,Medical,3,Male,44,2,5,Research_dir,3,Single,19626,1,No,14,3,1,0,21,2,4,20,7,4,9,0
21,Travel_Rarely,984,RandD,1,TECH,4,Female,70,2,1,Scientist,2,Single,2070,1,Yes,11,3,3,0,2,6,4,2,2,2,2,0
39,Non-Travel,439,RandD,9,Life_SC,3,Male,70,3,2,Lab_tech,2,Single,6782,9,No,15,3,3,0,9,2,2,5,4,0,3,0
36,Non-Travel,217,RandD,18,Life_SC,1,Male,78,3,2,mfg_director,4,Single,7779,2,No,20,4,1,0,18,0,3,11,9,0,9,0
31,Travel_Frequently,793,Sales,20,Life_SC,3,Male,67,4,1,Sales_rep,4,Married,2791,0,No,12,3,1,1,3,4,3,2,2,2,2,0
28,Travel_Rarely,1451,RandD,2,Life_SC,1,Male,67,2,1,Scientist,2,Married,3201,0,No,17,3,1,0,6,2,1,5,3,0,4,0
35,Travel_Frequently,1182,Sales,11,Marketing,4,Male,54,3,2,Sales_exec,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2,0
49,Travel_Rarely,174,Sales,8,TECH,4,Male,56,2,4,Sales_exec,2,Married,13120,6,No,17,3,2,1,22,3,3,9,8,2,3,0
34,Travel_Frequently,1003,RandD,2,Life_SC,4,Male,95,3,2,mfg_director,3,Single,4033,2,No,11,3,4,0,5,3,2,3,2,0,2,0
29,Travel_Frequently,490,RandD,10,Life_SC,4,Female,61,3,1,Scientist,2,Divorced,3291,0,No,14,3,4,2,8,2,2,7,5,1,1,0
42,Travel_Rarely,188,RandD,29,Medical,2,Male,56,1,2,Lab_tech,4,Single,4272,4,No,19,3,1,0,16,3,3,1,0,0,0,0
29,Travel_Rarely,718,RandD,8,Medical,2,Male,79,2,2,mfg_director,4,Married,5056,1,Yes,15,3,3,1,10,2,2,10,7,1,2,0
38,Travel_Rarely,433,HR,1,EDU_HR,3,Male,37,4,1,Job_HR,3,Married,2844,1,No,13,3,4,1,7,2,4,7,6,5,0,0
28,Travel_Frequently,773,RandD,6,Life_SC,3,Male,39,2,1,Scientist,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,3,1,0,2,0
18,Non-Travel,247,RandD,8,Medical,3,Male,80,3,1,Lab_tech,3,Single,1904,1,No,12,3,4,0,0,0,3,0,0,0,0,1
33,Travel_Rarely,603,Sales,9,Marketing,1,Female,77,3,2,Sales_exec,1,Single,8224,0,Yes,17,3,1,0,6,3,3,5,2,0,3,1
41,Travel_Rarely,167,RandD,12,Life_SC,2,Male,46,3,1,Lab_tech,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0,0
31,Travel_Frequently,874,RandD,15,Medical,3,Male,72,3,1,Lab_tech,3,Married,2610,1,No,12,3,3,1,2,5,2,2,2,2,2,1
37,Travel_Rarely,367,RandD,25,Medical,3,Female,52,2,2,health_rep,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3,0
27,Travel_Rarely,199,RandD,6,Life_SC,4,Male,55,2,1,Scientist,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2,0
34,Travel_Rarely,1400,Sales,9,Life_SC,2,Female,70,3,2,Sales_exec,3,Married,5714,1,No,20,4,1,0,6,3,2,6,5,1,3,0
35,Travel_Rarely,528,HR,8,TECH,3,Male,100,3,1,Job_HR,3,Single,4323,1,No,17,3,2,0,6,2,1,5,4,1,4,0
29,Travel_Rarely,408,Sales,23,Life_SC,4,Female,45,2,3,Sales_exec,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10,1
40,Travel_Frequently,593,RandD,9,Medical,2,Female,88,3,3,Research_dir,3,Single,13499,9,No,17,3,3,0,20,3,2,18,7,2,13,0
42,Travel_Frequently,481,Sales,12,Life_SC,3,Male,44,3,4,Sales_exec,1,Single,13758,0,Yes,12,3,2,0,22,2,2,21,9,13,14,1
42,Travel_Rarely,647,Sales,4,Marketing,2,Male,45,3,2,Sales_exec,1,Single,5155,7,No,13,3,4,0,9,3,4,6,4,1,5,0
35,Travel_Rarely,982,RandD,1,Medical,4,Male,58,2,1,Lab_tech,3,Married,2258,6,No,12,3,2,1,10,2,3,8,0,1,7,0
24,Travel_Rarely,477,RandD,24,Medical,4,Male,49,3,1,Lab_tech,2,Single,3597,8,No,22,4,4,0,6,2,3,4,3,1,2,0
28,Travel_Rarely,1485,RandD,12,Life_SC,3,Female,79,3,1,Lab_tech,4,Married,2515,1,Yes,11,3,4,0,1,4,2,1,1,0,0,1
26,Travel_Rarely,1384,RandD,3,Medical,1,Male,82,4,1,Lab_tech,4,Married,4420,1,No,22,4,2,1,8,2,3,8,7,0,7,0
30,Travel_Rarely,852,Sales,10,Marketing,3,Male,72,2,2,Sales_exec,3,Married,6578,1,No,18,3,1,1,10,3,3,10,3,1,4,0
40,Travel_Frequently,902,RandD,26,Medical,3,Female,92,2,2,Scientist,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,1,0,0,0
35,Travel_Rarely,819,RandD,2,Life_SC,3,Male,44,2,3,mfg_director,2,Divorced,10274,2,No,18,3,2,1,15,2,4,7,7,6,4,0
34,Travel_Frequently,669,RandD,1,Medical,4,Male,97,2,2,health_rep,1,Single,5343,0,No,20,4,3,0,14,3,3,13,9,4,9,0
35,Travel_Frequently,636,RandD,4,Other,4,Male,47,2,1,Lab_tech,4,Married,2376,1,No,13,3,2,1,2,2,4,2,2,2,2,0
43,Travel_Rarely,1372,Sales,9,Marketing,1,Female,85,1,2,Sales_exec,3,Single,5346,8,No,13,3,2,0,7,2,2,4,3,1,3,1
32,Non-Travel,862,Sales,2,Life_SC,3,Female,76,3,1,Sales_rep,1,Divorced,2827,1,No,12,3,3,3,1,3,3,1,0,0,0,0
56,Travel_Rarely,718,RandD,4,TECH,4,Female,92,3,5,Manager,1,Divorced,19943,4,No,13,3,4,1,28,2,3,5,2,4,2,0
29,Travel_Rarely,1401,RandD,6,Medical,2,Female,54,3,1,Lab_tech,4,Married,3131,1,No,13,3,1,1,10,5,3,10,8,0,8,0
19,Travel_Rarely,645,RandD,9,Life_SC,3,Male,54,3,1,Scientist,1,Single,2552,1,No,25,4,3,0,1,4,3,1,1,0,0,0
45,Travel_Rarely,1457,RandD,7,Medical,1,Female,83,3,1,Scientist,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0
37,Travel_Rarely,977,RandD,1,Life_SC,4,Female,56,2,2,mfg_director,4,Married,6474,1,No,13,3,2,1,14,2,2,14,8,3,11,0
20,Travel_Rarely,805,RandD,3,Life_SC,1,Male,87,2,1,Lab_tech,3,Single,3033,1,No,12,3,1,0,2,2,2,2,2,1,2,0
44,Travel_Rarely,1097,RandD,10,Life_SC,3,Male,96,3,1,Scientist,3,Single,2936,1,Yes,11,3,3,0,6,4,3,6,4,0,2,1
53,Travel_Rarely,1223,RandD,7,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,3,No,18,3,2,1,26,6,3,7,7,4,7,0
29,Travel_Rarely,942,RandD,15,Life_SC,2,Female,69,1,1,Scientist,4,Married,2168,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0
22,Travel_Frequently,1256,RandD,3,Life_SC,3,Male,48,2,1,Scientist,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0,1
46,Travel_Rarely,1402,Sales,2,Marketing,3,Female,69,3,4,Manager,1,Married,17048,8,No,23,4,1,0,28,2,3,26,15,15,9,0
44,Non-Travel,111,RandD,17,Life_SC,4,Male,74,1,1,Scientist,3,Single,2290,2,No,13,3,4,0,6,3,3,0,0,0,0,0
33,Travel_Rarely,147,HR,2,EDU_HR,2,Male,99,3,1,Job_HR,3,Married,3600,1,No,13,3,4,1,5,2,3,5,4,1,4,0
41,Non-Travel,906,RandD,5,Life_SC,1,Male,95,2,1,Scientist,1,Divorced,2107,6,No,17,3,1,1,5,2,1,1,0,0,0,1
30,Travel_Rarely,1329,Sales,29,Life_SC,3,Male,61,3,2,Sales_exec,1,Divorced,4115,8,No,19,3,3,3,8,3,3,4,3,0,3,0
40,Travel_Frequently,1184,Sales,2,Medical,2,Male,62,3,2,Sales_exec,2,Married,4327,5,No,12,3,4,3,5,2,3,0,0,0,0,0
50,Travel_Frequently,1421,RandD,2,Medical,4,Female,30,3,4,Manager,1,Married,17856,2,No,22,4,3,1,32,3,3,2,2,2,2,0
28,Travel_Rarely,1179,RandD,19,Medical,4,Male,78,2,1,Lab_tech,1,Married,3196,1,No,12,3,3,3,6,2,3,6,5,3,3,0
46,Travel_Rarely,1450,RandD,15,Life_SC,4,Male,52,3,5,Research_dir,2,Married,19081,5,No,11,3,1,1,25,2,3,4,2,0,3,0
35,Travel_Rarely,1361,Sales,17,Life_SC,3,Male,94,3,2,Sales_exec,1,Married,8966,3,Yes,15,3,4,3,15,2,3,7,7,1,7,0
24,Travel_Rarely,984,RandD,17,Life_SC,4,Female,97,3,1,Lab_tech,2,Married,2210,1,No,13,3,1,1,1,3,1,1,0,0,0,1
33,Travel_Frequently,1146,Sales,25,Medical,2,Female,82,3,2,Sales_exec,3,Married,4539,1,No,12,3,1,1,10,3,2,10,7,0,1,0
36,Travel_Rarely,917,RandD,6,Life_SC,3,Male,60,1,1,Lab_tech,3,Divorced,2741,1,No,14,3,3,1,7,4,3,7,7,1,7,0
30,Travel_Rarely,853,RandD,7,Life_SC,3,Male,49,3,2,Lab_tech,3,Divorced,3491,1,No,13,3,1,3,10,4,2,10,7,8,9,0
44,Travel_Rarely,200,RandD,29,Other,4,Male,32,3,2,Scientist,4,Single,4541,1,No,25,4,2,0,20,3,3,20,11,13,17,0
20,Travel_Rarely,654,Sales,21,Marketing,3,Male,43,4,1,Sales_rep,4,Single,2678,1,No,17,3,4,0,2,2,3,2,1,2,2,0
46,Travel_Rarely,150,RandD,2,TECH,4,Male,60,3,2,mfg_director,4,Divorced,7379,2,No,11,3,3,1,12,3,2,6,3,1,4,0
42,Non-Travel,179,HR,2,Medical,4,Male,79,4,2,Job_HR,1,Married,6272,7,No,16,3,1,1,10,3,4,4,3,0,3,0
60,Travel_Rarely,696,Sales,7,Marketing,2,Male,52,4,2,Sales_exec,4,Divorced,5220,0,Yes,18,3,2,1,12,3,3,11,7,1,9,0
32,Travel_Frequently,116,RandD,13,Other,3,Female,77,2,1,Lab_tech,2,Married,2743,1,No,20,4,3,1,2,2,3,2,2,2,2,0
32,Travel_Frequently,1316,RandD,2,Life_SC,4,Female,38,3,2,Scientist,3,Single,4998,4,Yes,14,3,4,0,10,2,3,8,7,0,7,0
36,Travel_Rarely,363,RandD,1,TECH,3,Female,77,1,3,mfg_director,1,Divorced,10252,2,Yes,21,4,3,1,17,2,3,7,7,7,7,0
33,Travel_Rarely,117,RandD,9,Medical,1,Male,60,3,1,Scientist,4,Married,2781,0,No,13,3,2,1,15,5,3,14,10,4,10,0
40,Travel_Rarely,107,Sales,10,TECH,2,Female,84,2,2,Sales_exec,2,Divorced,6852,7,No,12,3,2,1,7,2,4,5,1,1,3,0
25,Travel_Rarely,1356,Sales,10,Life_SC,3,Male,57,3,2,Sales_exec,4,Single,4950,0,No,14,3,2,0,5,4,3,4,3,1,1,0
30,Travel_Rarely,1465,RandD,1,Medical,4,Male,63,3,1,Scientist,2,Married,3579,0,Yes,21,4,1,1,12,2,3,11,9,5,7,0
42,Travel_Frequently,458,RandD,26,Medical,1,Female,60,3,3,Research_dir,1,Married,13191,3,Yes,17,3,3,0,20,6,3,1,0,0,0,0
35,Non-Travel,1212,Sales,8,Marketing,3,Female,78,2,3,Sales_exec,4,Married,10377,4,Yes,11,3,2,1,16,6,2,13,2,4,12,0
27,Travel_Rarely,1103,RandD,14,Life_SC,1,Male,42,3,1,Scientist,1,Married,2235,1,Yes,14,3,4,2,9,3,2,9,7,6,8,0
54,Travel_Frequently,966,RandD,1,Life_SC,4,Female,53,3,3,mfg_director,3,Divorced,10502,7,No,17,3,1,1,33,2,1,5,4,1,4,0
44,Travel_Rarely,1117,RandD,2,Life_SC,1,Female,72,4,1,Scientist,4,Married,2011,1,No,13,3,4,1,10,5,3,10,5,7,7,0
19,Non-Travel,504,RandD,10,Medical,1,Female,96,2,1,Scientist,2,Single,1859,1,Yes,25,4,2,0,1,2,4,1,1,0,0,1
29,Travel_Rarely,1010,RandD,1,Life_SC,1,Female,97,3,1,Scientist,4,Divorced,3760,1,No,15,3,1,3,3,5,3,3,2,1,2,0
54,Travel_Rarely,685,RandD,3,Life_SC,4,Male,85,3,4,Research_dir,4,Married,17779,3,No,14,3,1,0,36,2,3,10,9,0,9,0
31,Travel_Rarely,1332,RandD,11,Medical,3,Male,80,3,2,health_rep,1,Married,6833,1,Yes,12,3,4,0,6,2,2,6,5,0,1,0
31,Travel_Rarely,1062,RandD,24,Medical,3,Female,96,2,2,health_rep,1,Single,6812,1,No,19,3,2,0,10,2,3,10,9,1,8,0
59,Travel_Rarely,326,Sales,3,Life_SC,3,Female,48,2,2,Sales_exec,4,Single,5171,5,No,17,3,4,0,13,2,3,6,1,0,5,0
43,Travel_Rarely,920,RandD,3,Life_SC,3,Male,96,1,5,Research_dir,4,Married,19740,3,No,14,3,2,1,25,2,3,8,7,0,7,0
49,Travel_Rarely,1098,RandD,4,Medical,1,Male,85,2,5,Manager,3,Married,18711,2,No,13,3,3,1,23,2,4,1,0,0,0,0
36,Travel_Frequently,469,RandD,3,TECH,3,Male,46,3,1,Scientist,2,Married,3692,1,No,12,3,3,0,12,2,2,11,10,0,7,0
48,Travel_Rarely,969,RandD,2,TECH,4,Male,76,4,1,Lab_tech,2,Single,2559,5,No,11,3,3,0,7,4,2,1,0,0,0,0
27,Travel_Rarely,1167,RandD,4,Life_SC,1,Male,76,3,1,Scientist,3,Divorced,2517,1,No,11,3,2,3,5,2,3,5,3,0,3,0
29,Travel_Rarely,1329,RandD,7,Life_SC,3,Male,82,3,2,health_rep,4,Divorced,6623,1,Yes,11,3,2,2,6,2,3,6,0,1,0,0
48,Travel_Rarely,715,RandD,1,Life_SC,4,Male,76,2,5,Research_dir,4,Single,18265,6,No,12,3,3,0,25,3,4,1,0,0,0,0
29,Travel_Rarely,694,RandD,1,Life_SC,4,Female,87,2,4,Research_dir,4,Divorced,16124,3,No,14,3,2,2,9,2,2,7,7,1,7,0
34,Travel_Rarely,1320,RandD,20,TECH,3,Female,89,4,1,Scientist,3,Married,2585,0,No,17,3,4,0,2,5,2,1,0,0,0,0
44,Travel_Rarely,1099,Sales,5,Marketing,2,Male,88,3,5,Manager,2,Married,18213,7,No,11,3,3,1,26,5,3,22,9,3,10,0
33,Travel_Rarely,536,Sales,10,Marketing,4,Male,82,4,3,Sales_exec,3,Divorced,8380,0,Yes,14,3,4,2,10,3,3,9,8,0,8,0
19,Travel_Rarely,265,RandD,25,Life_SC,2,Female,57,4,1,Scientist,4,Single,2994,1,Yes,12,3,4,0,1,2,3,1,0,0,1,0
23,Travel_Rarely,373,RandD,1,Life_SC,4,Male,47,3,1,Scientist,3,Married,1223,1,No,22,4,4,1,1,2,3,1,0,0,1,0
25,Travel_Frequently,599,Sales,24,Life_SC,3,Male,73,1,1,Sales_rep,4,Single,1118,1,Yes,14,3,4,0,1,4,3,1,0,1,0,1
26,Travel_Rarely,583,RandD,4,Life_SC,3,Male,53,3,1,Scientist,4,Single,2875,1,Yes,20,4,2,0,8,2,2,8,5,2,2,0
45,Travel_Rarely,1449,Sales,2,Marketing,1,Female,94,1,5,Manager,2,Single,18824,2,Yes,16,3,1,0,26,2,3,24,10,1,11,1
55,Non-Travel,177,RandD,8,Medical,4,Male,37,2,4,health_rep,2,Divorced,13577,1,Yes,15,3,4,1,34,3,3,33,9,15,0,0
21,Travel_Frequently,251,RandD,10,Life_SC,1,Female,45,2,1,Lab_tech,3,Single,2625,1,No,20,4,3,0,2,2,1,2,2,2,2,1
46,Travel_Rarely,168,Sales,4,Marketing,4,Female,33,2,5,Manager,2,Married,18789,2,No,14,3,3,1,26,2,3,11,4,0,8,0
34,Travel_Rarely,131,Sales,2,Marketing,3,Female,86,3,2,Sales_exec,1,Single,4538,0,Yes,12,3,4,0,4,3,3,3,2,0,2,0
51,Travel_Frequently,237,Sales,9,Life_SC,4,Male,83,3,5,Manager,2,Divorced,19847,4,Yes,24,4,1,1,31,5,2,29,10,11,10,0
59,Travel_Rarely,1429,RandD,18,Medical,4,Male,67,3,3,mfg_director,4,Single,10512,6,No,12,3,4,0,25,6,2,9,7,5,4,0
34,Travel_Frequently,135,RandD,19,Medical,3,Female,46,3,2,Lab_tech,2,Divorced,4444,4,No,13,3,3,2,15,2,4,11,8,5,10,0
28,Travel_Frequently,791,RandD,1,Medical,4,Male,44,3,1,Lab_tech,3,Single,2154,0,Yes,11,3,3,0,5,2,2,4,2,0,2,0
44,Travel_Rarely,1199,RandD,4,Life_SC,3,Male,92,4,5,Manager,1,Divorced,19190,1,No,14,3,4,2,26,4,2,25,9,14,13,0
34,Travel_Frequently,648,HR,11,Life_SC,3,Male,56,2,2,Job_HR,2,Married,4490,4,No,11,3,4,2,14,5,4,10,9,1,8,0
35,Travel_Rarely,735,RandD,6,Life_SC,3,Male,66,3,1,Scientist,3,Married,3506,0,Yes,14,3,4,0,4,3,3,3,2,2,2,0
42,Travel_Rarely,603,RandD,7,Medical,2,Female,78,4,2,Scientist,2,Married,2372,6,Yes,16,3,4,0,18,2,3,1,0,0,0,0
43,Travel_Rarely,531,Sales,4,Marketing,4,Female,56,2,3,Sales_exec,4,Single,10231,3,No,14,3,4,0,23,3,4,21,7,15,17,0
36,Travel_Rarely,429,RandD,2,Life_SC,3,Female,53,3,2,mfg_director,2,Single,5410,9,Yes,11,3,4,0,18,2,3,16,14,5,12,0
44,Travel_Rarely,621,RandD,15,Medical,1,Female,73,3,3,health_rep,4,Married,7978,1,No,11,3,4,1,10,2,3,10,7,0,5,1
28,Travel_Frequently,193,RandD,2,Life_SC,4,Male,52,2,1,Lab_tech,4,Married,3867,1,Yes,12,3,2,1,2,2,3,2,2,2,2,0
51,Travel_Frequently,968,RandD,6,Medical,2,Female,40,2,1,Lab_tech,3,Single,2838,0,No,14,3,2,0,8,6,2,7,0,7,7,0
30,Non-Travel,879,RandD,9,Medical,3,Female,72,3,2,mfg_director,3,Single,4695,7,Yes,18,3,3,0,10,3,3,8,4,1,7,0
29,Travel_Rarely,806,RandD,7,TECH,2,Female,39,3,1,Lab_tech,3,Divorced,3339,3,Yes,13,3,1,2,10,2,3,7,7,7,7,1
28,Travel_Rarely,640,RandD,1,TECH,4,Male,84,3,1,Scientist,1,Single,2080,2,No,11,3,2,0,5,2,2,3,2,1,2,0
25,Travel_Rarely,266,RandD,1,Medical,4,Female,40,3,1,Scientist,2,Single,2096,1,No,18,3,4,0,2,3,2,2,2,2,1,0
32,Travel_Rarely,604,Sales,8,Medical,3,Male,56,4,2,Sales_exec,4,Married,6209,1,No,15,3,3,2,10,4,4,10,7,0,8,0
45,Travel_Frequently,364,RandD,25,Medical,2,Female,83,3,5,Manager,2,Single,18061,3,No,22,4,3,0,22,4,3,0,0,0,0,0
39,Travel_Rarely,412,RandD,13,Medical,3,Female,94,2,4,Manager,2,Divorced,17123,6,Yes,13,3,4,2,21,4,3,19,9,15,2,0
58,Travel_Rarely,848,RandD,23,Life_SC,1,Male,88,3,1,Scientist,3,Divorced,2372,1,No,12,3,4,2,2,3,3,2,2,2,2,0
32,Travel_Rarely,1089,RandD,7,Life_SC,4,Male,79,3,2,Lab_tech,3,Married,4883,1,No,18,3,1,1,10,3,3,10,4,1,1,1
39,Travel_Rarely,360,RandD,23,Medical,3,Male,93,3,1,Scientist,1,Single,3904,0,No,13,3,1,0,6,2,3,5,2,0,3,1
30,Travel_Rarely,1138,RandD,6,TECH,1,Female,48,2,2,Lab_tech,4,Married,4627,0,No,12,3,1,1,10,6,3,9,2,6,7,0
36,Travel_Rarely,325,RandD,10,TECH,4,Female,63,3,3,health_rep,3,Married,7094,3,No,12,3,1,0,10,0,3,7,7,1,7,0
46,Travel_Rarely,991,HR,1,Life_SC,4,Female,44,3,1,Job_HR,1,Single,3423,6,No,12,3,3,0,10,3,4,7,6,5,7,0
28,Non-Travel,1476,RandD,1,Life_SC,3,Female,55,1,2,Lab_tech,4,Married,6674,0,No,11,3,1,3,10,6,3,9,8,7,5,0
50,Travel_Rarely,1322,RandD,28,Life_SC,4,Female,43,3,4,Research_dir,1,Married,16880,4,Yes,11,3,2,0,25,2,3,3,2,1,2,0
40,Travel_Rarely,299,Sales,25,Marketing,4,Male,57,2,3,Sales_exec,2,Single,9094,2,Yes,12,3,3,0,9,2,3,5,4,1,0,1
52,Travel_Rarely,1030,Sales,5,Life_SC,2,Male,64,3,3,Sales_exec,2,Single,8446,9,Yes,19,3,3,0,10,2,2,8,7,7,7,1
30,Travel_Rarely,634,RandD,17,Medical,2,Female,95,3,3,Manager,1,Married,11916,1,Yes,23,4,4,2,9,2,3,9,1,0,8,0
39,Travel_Rarely,524,RandD,18,Life_SC,1,Male,32,3,2,mfg_director,3,Single,4534,0,No,11,3,1,0,9,6,3,8,7,1,7,0
31,Non-Travel,587,Sales,2,Life_SC,4,Female,57,3,3,Sales_exec,3,Divorced,9852,1,Yes,19,3,1,1,10,5,2,10,8,9,6,0
41,Non-Travel,256,Sales,10,Medical,3,Male,40,1,2,Sales_exec,2,Single,6151,1,No,13,3,1,0,19,4,3,19,2,11,9,0
31,Travel_Frequently,1060,Sales,1,Life_SC,4,Female,54,3,1,Sales_rep,2,Single,2302,1,Yes,11,3,1,0,3,2,4,3,2,2,2,1
44,Travel_Rarely,935,RandD,3,Life_SC,1,Male,89,3,1,Lab_tech,1,Married,2362,4,No,12,3,3,0,10,4,4,3,2,1,2,1
42,Non-Travel,495,RandD,2,Life_SC,3,Male,37,3,4,Manager,3,Married,17861,0,Yes,13,3,4,0,21,3,2,20,8,2,10,0
55,Travel_Rarely,282,RandD,2,Medical,4,Female,58,1,5,Manager,3,Married,19187,4,No,14,3,4,1,23,5,3,19,9,9,11,0
56,Travel_Rarely,206,HR,8,Life_SC,4,Male,99,3,5,Manager,2,Single,19717,6,No,14,3,1,0,36,4,3,7,3,7,7,0
40,Non-Travel,458,RandD,16,Life_SC,3,Male,74,3,1,Scientist,3,Divorced,3544,9,No,16,3,2,1,6,0,3,4,2,0,0,0
34,Travel_Rarely,943,RandD,9,Life_SC,4,Male,86,3,3,health_rep,4,Divorced,8500,0,No,11,3,4,1,10,0,2,9,7,1,6,0
40,Travel_Rarely,523,RandD,2,Life_SC,3,Male,98,3,2,Scientist,4,Single,4661,1,No,13,3,3,0,9,4,3,9,8,8,8,0
41,Travel_Frequently,1018,Sales,1,Marketing,3,Female,66,3,2,Sales_exec,1,Divorced,4103,0,No,17,3,4,1,10,2,3,9,3,1,7,0
35,Travel_Frequently,482,RandD,4,Life_SC,3,Male,87,3,2,Scientist,3,Single,4249,1,Yes,11,3,2,0,9,3,3,9,6,1,1,0
51,Travel_Rarely,770,HR,5,Life_SC,3,Male,84,3,4,Manager,2,Divorced,14026,1,Yes,11,3,2,1,33,2,3,33,9,0,10,0
38,Travel_Rarely,1009,Sales,2,Life_SC,2,Female,31,3,2,Sales_exec,1,Divorced,6893,3,No,15,3,4,1,11,3,3,7,7,1,7,0
34,Travel_Rarely,507,Sales,15,Medical,3,Female,66,3,2,Sales_exec,1,Single,6125,1,No,12,3,4,0,10,6,4,10,8,9,6,0
25,Travel_Rarely,882,RandD,19,Medical,4,Male,67,3,1,Lab_tech,4,Married,3669,3,No,11,3,3,3,7,6,2,3,2,1,2,0
58,Travel_Rarely,601,RandD,7,Medical,3,Female,53,2,3,mfg_director,1,Married,10008,7,Yes,14,3,4,0,31,0,2,10,9,5,9,1
40,Travel_Rarely,329,RandD,1,Life_SC,2,Male,88,3,1,Lab_tech,2,Married,2387,3,No,22,4,3,1,7,3,3,4,2,0,3,0
36,Travel_Frequently,607,Sales,7,Marketing,1,Female,83,4,2,Sales_exec,1,Married,4639,2,No,16,3,4,1,17,2,2,15,7,6,13,0
